,bel,bir,cla,clo,day,dayinyear,dub,kil,mal,month,mul,rpt,sha,val,year
0,0.8543999572348482,0.6602162207523936,0.404474352919841,0.8050056714263816,1,1,0.7648092458217665,0.7864430738831909,-0.06384096767643861,1,0.5369525437584408,0.48489197107935084,0.6778083877233473,0.7852591344697966,61
1,0.7053399372504479,0.18108554437737773,0.35328656989012636,0.2343336448385614,2,2,0.36216720952650494,0.0825679236243871,-0.26537800337057205,1,0.3063138062180655,0.41949460483844825,0.42737995627925585,1.0721394107132527,61
2,-0.06295729183035668,-0.1885858106906423,-0.07041082107454243,-0.21175284384760643,3,3,0.3044717977468883,0.9511867526767724,-0.4599749219872843,1,0.006357554757458207,1.0062800130356897,0.14278467313687052,1.0622865746806898,61
3,-1.5885963705858006,-1.189392383261102,-1.9402830527733135,-0.6631754910224003,4,4,-0.23876423397626553,-0.5080162724156618,-0.790049915245839,1,-0.6827735808763309,-0.34745672310221554,-1.4466671144794188,-0.8398551416770194,61
4,-0.052491431759815355,0.27257609851163517,-0.43481093321409436,0.34033404654553473,5,5,0.411065814776751,-0.04072610005167156,-0.6294187516703053,1,0.5128545704550744,0.15350773747790764,0.032295217755176686,0.46540003596435514,61
5,-0.9765243670605299,-0.6735651476609944,-1.008938259475443,-0.28004262855497025,6,6,0.1635327032538902,0.0863243099901749,-0.4100410147547976,1,-0.346192679536851,0.12313143802802308,-1.2225668528189804,-0.5190313635069739,61
6,0.10434551751868856,0.2809540541553909,0.15696000111001254,-0.18298775435121964,7,7,-0.15061525791265173,-0.41727162001900386,-0.31685335739347253,1,-0.25337499171332734,0.16503681671331794,0.3176605890341296,0.6208220648216082,61
7,0.5143446025820931,0.03798340004511498,-0.2085596274455122,0.3373267721381834,8,8,0.8039110273183594,-0.14331988602815163,0.08842705990379178,1,0.1279430383956594,-0.309688006845459,-0.21796051468160113,-0.1991474717632081,61
8,-0.06575867132332582,-0.08889276458238632,0.30797926907145473,0.04598921568531438,9,9,-0.4143937817388859,-0.5018683272421204,-0.08377693047097341,1,-0.2199975302036667,-0.015228936277820288,-0.0717656714600315,0.0006423623178354474,61
9,-0.9112667510070854,-0.15776521020401577,-0.1863751011728401,0.020919614699384265,10,10,0.2741483052106386,0.47120235900569135,-0.6699819597265034,1,-0.05063946403563009,0.11731016303042417,-0.2157289227308558,0.04692784217500889,61
10,1.0736839074157105,0.00497335576837463,-0.07571123418791863,-0.057930312150885746,11,11,-0.5448729800766309,-1.2262057989877337,0.13355347375144105,1,-0.7805897227630969,-0.40798140612391726,-0.43846475829303894,-0.19869722350822253,61
11,0.3264500397157158,0.48021335791790803,0.5443794085137265,1.0542980879124204,12,12,0.9797363148077292,0.9553845007669082,-0.3062098291834698,1,0.3369561648741122,1.1116178431955657,-0.11157413816021786,0.20628985632174132,61
12,-1.7163260427992122,-2.1665542879337503,-2.7289698523277797,-1.493033262935191,13,13,-1.3204205131092976,-1.1723472519192604,-1.6367588116313923,1,-1.9653356394647978,-0.5546774034318793,-2.328042081046861,-1.7678350051893612,61
13,-1.248165542247662,-1.9277637931786205,-1.6863828772290697,-1.7583577107826946,14,14,-1.8354130892748528,-2.432716970649493,-2.0998072235994787,1,-3.082582532433001,-0.7447371507012958,-2.1616988207375094,-1.1603804976570393,61
14,-1.1706409320816447,-1.1855214691586213,-0.44162874116030393,-0.8184094342582832,15,15,-2.064639197208584,-1.4383034081849222,-1.715786371553498,1,-1.094817563702043,-0.1576002169163455,-0.7728509844278012,-0.2651164981750096,61
15,-0.11369888130263077,-0.10676980422435592,-0.011253539743128217,-0.3959422780225155,16,16,-0.2006685365353019,-0.5688499833500152,-1.2301152470008876,1,-0.17226571877951985,0.5824421735600027,0.06932757826972494,0.03048785787794837,61
16,0.34605293362069106,1.1794430215999363,0.4274527180245862,0.4513945580924885,17,17,0.5899144367936792,0.8312121928669057,-0.028644782891000475,1,-0.062151402723273824,0.7826854970599116,0.5440599142423351,0.5635903949516304,61
17,-0.9189811751142731,0.6086908918179129,0.48497523539787,1.3609316356469052,18,18,1.3004365780169929,2.3851205897592282,0.24020964668902967,1,1.122474616829117,1.0845850206646754,0.5155004081928988,0.16205889337045304,61
18,-1.3465085183047798,-1.1943874372260495,-1.635871672241981,-1.7727510034423,19,19,-1.6462230796897015,-2.185663768501333,-1.4970274999521274,1,-2.195058060072031,-1.785455251080385,-1.8408659352067869,-1.8430328978952595,61
19,-1.4393984334655225,-0.6256455125756405,-0.960459096442944,-1.535082407572611,20,20,-1.8380001090984728,-1.861805172537896,-1.7334354865909176,1,-1.680929853454117,-0.6644552618298372,-0.67470932010909,0.11430275243827169,61
20,-1.3844505928028754,0.041330294833120056,0.04105344535351483,-0.2977278302203241,21,21,-0.4916489903172858,-0.17386054882723495,-0.633083685732099,1,-0.488347459981787,0.2133630703313945,-0.21774630295658917,-0.18403772795623477,61
21,-0.5284061173186835,-0.4976088638417418,-0.4291628811124949,-0.38789868926125454,22,22,-0.2053308252089328,-1.5719790945858603,-1.088141762571791,1,-0.6766662976278557,-0.6740439390639956,-0.9363186594440187,-1.1470057180885918,61
22,0.13976774852015206,1.0274243077829894,0.8768207555846586,0.7485514191590397,23,23,0.6082628428439641,0.8697383647958995,0.5763192729193967,1,0.3493700827059008,0.565015915585886,0.43224284436936855,-0.2490636367357211,61
23,1.3145312392830693,1.9691556065646765,1.7350853468995056,1.076743996621165,24,24,1.6454743534577718,1.871482160282718,1.160037365719434,1,1.2143960677989638,1.761893317710252,1.677329097145976,0.6046365761972324,61
24,0.010685483456805126,0.40199437990171794,-0.07110918939592575,0.5365506988422142,25,25,-0.24506454307171507,-0.21776901937597745,0.14379811049134764,1,-0.4860874718467372,0.0745096281919109,-0.24340771173272419,-0.02703166505988237,61
25,0.9663323612615441,1.5184931608716374,1.095872440202821,1.6836907742310359,26,26,0.7043292638527113,1.6082064470748663,1.1529387985779755,1,1.3276938676807413,1.6679436480443197,1.2994674219139006,1.194352168538828,61
26,1.674616132970596,1.587786139842984,1.568438740453649,1.6802766595234184,27,27,1.1005980202785088,1.9535335487497654,1.4282347216316646,1,1.7437063482952775,1.3544582711754798,1.3154474419540503,1.4685550881612035,61
27,0.9328124100792257,0.8215002956117143,0.2933766989875295,0.33768091797579936,28,28,0.3320820603956349,0.4943501894387498,0.22255584307428583,1,0.5655009450320614,0.7218272147271789,0.6794629807120118,0.379615737247633,61
28,1.8618514935443955,2.113590432322816,1.839914032342591,1.800333276669253,29,29,1.8538021099286515,2.171832308845032,0.9158223662678026,1,2.160978028466695,2.0218454147557994,2.018002274848694,1.8701252248664135,61
29,0.730282665667312,0.4271921152722942,0.21662293831638815,0.5058637574027188,30,30,0.720771727013443,0.26039433805177653,0.37452620118610636,1,0.14912347269183213,-0.192919754302261,0.33277131420385925,0.0035604333724490195,61
30,-0.28065696618081754,0.5917366491295892,-0.19570002473152093,0.11597071915706986,31,31,0.7817869629045107,1.152444658244708,-0.4176732940773769,1,0.26947222579582647,1.632418956944376,0.5658843960117648,1.2872889392093205,61
31,-0.8922004784220364,-0.1113851184108386,-1.3904484000217514,-0.9250271416641831,1,32,-0.0765589307144657,-0.2856549656057725,-1.5056166442269805,2,-0.6688751672557915,0.1620389154234306,0.14413175859588365,0.6272529384389034,61
32,-0.3444418278990943,-0.11338226847567535,-0.6961618833787815,-0.5130608492060368,2,33,0.06157946213281997,-0.1038307234787208,-1.6888815894757758,2,-0.04268415847258707,1.0779436458947689,1.0443810430488882,1.8987410457147693,61
33,-0.7879108999504323,-0.44659107655866537,-0.9473694708657929,-0.4530127987856568,3,34,-0.4307821729106374,-0.5242743010873707,-1.3370581326447506,2,-0.7157168282402502,0.1785217214486043,-0.2951925057722462,0.04791763015785335,61
34,0.37271982509803436,0.7744393397810388,0.36493797704990677,0.3468498405447574,4,35,0.36901602130621686,0.43970975520625,-0.7966152193904218,2,0.7635828984065246,-0.5127455146974201,0.2093111479952839,-0.3809451144280975,61
35,0.7824400860020163,0.8796378742890401,1.1330408390770976,0.7059749195094203,5,36,0.6175377242393024,1.0758526201654897,-0.30686514450221264,2,0.8236329782015566,1.3286040567689659,0.5273720892792241,0.8727071082391198,61
36,1.689922622892994,1.7950599574798993,1.6196573381779205,0.9342602544346874,6,37,1.4386797553289612,1.7833097798155533,0.7064639369178309,2,1.7677622264599098,1.6598112728678471,2.1662321576522032,1.4423707631094569,61
37,0.17027021917136687,0.7166673060531241,0.10491780785484069,0.5455461826770046,7,38,0.6580445881550205,0.6737393148774882,0.12748672613730838,2,0.7598400015743264,0.7600827380170513,-0.08017717527963548,0.4980755448891812,61
38,1.3704762442217355,1.2542836285371832,1.4045421178635267,1.4644664963347562,8,39,1.0317766293829116,1.0726806615217124,0.4059746462326467,2,1.055787145726623,1.663240690423837,0.9846593191705336,1.5307221229108179,61
39,1.274710202274549,1.0330898638601518,1.1563587995348563,0.9671893716390966,9,40,0.6838027757257887,0.8808155173838881,0.3548952497755208,2,1.0179055341492036,0.6613255300787275,0.4804486789764333,0.7426124052220667,61
40,0.5649063799460589,0.08570910197040214,0.6312943624057678,0.6719421226420574,10,41,0.09155634127554,0.7359036740360331,0.15019610587975846,2,0.38351479722902015,1.1161596542330214,-0.6829905101749242,0.010539952811807623,61
41,1.0297820897479093,1.0968965740482235,1.1227899673757138,0.9094203021744702,11,42,1.1859678232727409,0.6246937772319611,0.6063670755205594,2,1.255830562082952,0.5646687900047513,0.7889009919457151,0.4356125122357185,61
42,1.5700501015936414,0.5612451675526862,0.9411502699686973,0.9582503471216101,12,43,0.21089504579535243,0.35537733231564184,0.04760895142716156,2,0.22830356867550877,0.43962491724068775,0.07071983860350702,0.8943528689630047,61
